"","area_fips","county","year","quarter","date","avg_wkly_wage","state_avg_wkly_wage"
"3058",26121,"Muskegon",2019,"1","2019 Q1",846,1082
"3059",26121,"Muskegon",2019,"2","2019 Q2",789,1008
"3060",26121,"Muskegon",2019,"3","2019 Q3",781,1011
"3061",26121,"Muskegon",2019,"4","2019 Q4",885,1115
"3062",26121,"Muskegon",2020,"1","2020 Q1",849,1107
"3063",26121,"Muskegon",2020,"2","2020 Q2",848,1109
"3064",26121,"Muskegon",2020,"3","2020 Q3",826,1090
"3065",26121,"Muskegon",2020,"4","2020 Q4",974,1265
"3066",26121,"Muskegon",2021,"1","2021 Q1",858,1162
"3067",26121,"Muskegon",2021,"2","2021 Q2",876,1137
"3068",26121,"Muskegon",2021,"3","2021 Q3",880,1147
"3069",26121,"Muskegon",2021,"4","2021 Q4",1008,1300
"3070",26121,"Muskegon",2022,"1","2022 Q1",921,1236
"3071",26121,"Muskegon",2022,"2","2022 Q2",906,1178
"3072",26121,"Muskegon",2022,"3","2022 Q3",938,1228
"3073",26121,"Muskegon",2022,"4","2022 Q4",990,1280
"3074",26121,"Muskegon",2023,"1","2023 Q1",974,1317
"3075",26121,"Muskegon",2023,"2","2023 Q2",946,1218
"3076",26121,"Muskegon",2023,"3","2023 Q3",924,1221
"3077",26121,"Muskegon",2023,"4","2023 Q4",1023,1323
"3078",26121,"Muskegon",2024,"1","2024 Q1",1012,1362
"3079",26121,"Muskegon",2024,"2","2024 Q2",980,1265
"3080",26121,"Muskegon",2024,"3","2024 Q3",961,1259
"3081",26121,"Muskegon",2024,"4","2024 Q4",1090,1377
"3082",26121,"Muskegon",2025,"1","2025 Q1",1094,1397
"3083",26121,"Muskegon",2025,"2","2025 Q2",1071,1305
"3084",26121,"Muskegon",2025,"3","2025 Q3",1072,1316
"3085",26121,"Muskegon",2025,"4","2025 Q4",1221,1433
"3086",26121,"Muskegon",2026,"1","2026 Q1",1136,1457
"3087",26123,"Newaygo",2014,"1","2014 Q1",714,948
"3088",26123,"Newaygo",2014,"2","2014 Q2",642,886
"3089",26123,"Newaygo",2014,"3","2014 Q3",661,882
"3090",26123,"Newaygo",2014,"4","2014 Q4",713,984
"3091",26123,"Newaygo",2015,"1","2015 Q1",725,968
"3092",26123,"Newaygo",2015,"2","2015 Q2",666,908
"3093",26123,"Newaygo",2015,"3","2015 Q3",674,909
"3094",26123,"Newaygo",2015,"4","2015 Q4",776,1044
"3095",26123,"Newaygo",2016,"1","2016 Q1",701,977
"3096",26123,"Newaygo",2016,"2","2016 Q2",682,933
"3097",26123,"Newaygo",2016,"3","2016 Q3",708,965
"3098",26123,"Newaygo",2016,"4","2016 Q4",757,1026
"3099",26123,"Newaygo",2017,"1","2017 Q1",740,1048
"3100",26123,"Newaygo",2017,"2","2017 Q2",722,960
"3101",26123,"Newaygo",2017,"3","2017 Q3",696,954
"3102",26123,"Newaygo",2017,"4","2017 Q4",820,1064
"3103",26123,"Newaygo",2018,"1","2018 Q1",780,1085
"3104",26123,"Newaygo",2018,"2","2018 Q2",757,984
"3105",26123,"Newaygo",2018,"3","2018 Q3",741,983
"3106",26123,"Newaygo",2018,"4","2018 Q4",820,1077
"3107",26123,"Newaygo",2019,"1","2019 Q1",804,1082
"3108",26123,"Newaygo",2019,"2","2019 Q2",742,1008
"3109",26123,"Newaygo",2019,"3","2019 Q3",745,1011
"3110",26123,"Newaygo",2019,"4","2019 Q4",815,1115
"3111",26123,"Newaygo",2020,"1","2020 Q1",820,1107
"3112",26123,"Newaygo",2020,"2","2020 Q2",812,1109
"3113",26123,"Newaygo",2020,"3","2020 Q3",780,1090
"3114",26123,"Newaygo",2020,"4","2020 Q4",892,1265
"3115",26123,"Newaygo",2021,"1","2021 Q1",818,1162
"3116",26123,"Newaygo",2021,"2","2021 Q2",807,1137
"3117",26123,"Newaygo",2021,"3","2021 Q3",824,1147
"3118",26123,"Newaygo",2021,"4","2021 Q4",932,1300
"3119",26123,"Newaygo",2022,"1","2022 Q1",869,1236
"3120",26123,"Newaygo",2022,"2","2022 Q2",850,1178
"3121",26123,"Newaygo",2022,"3","2022 Q3",890,1228
"3122",26123,"Newaygo",2022,"4","2022 Q4",944,1280
"3123",26123,"Newaygo",2023,"1","2023 Q1",930,1317
"3124",26123,"Newaygo",2023,"2","2023 Q2",880,1218
"3125",26123,"Newaygo",2023,"3","2023 Q3",886,1221
"3126",26123,"Newaygo",2023,"4","2023 Q4",925,1323
"3127",26123,"Newaygo",2024,"1","2024 Q1",941,1362
"3128",26123,"Newaygo",2024,"2","2024 Q2",895,1265
"3129",26123,"Newaygo",2024,"3","2024 Q3",931,1259
"3130",26123,"Newaygo",2024,"4","2024 Q4",969,1377
"3131",26123,"Newaygo",2025,"1","2025 Q1",1006,1397
"3132",26123,"Newaygo",2025,"2","2025 Q2",908,1305
"3133",26123,"Newaygo",2025,"3","2025 Q3",938,1316
"3134",26123,"Newaygo",2025,"4","2025 Q4",1007,1433
"3135",26123,"Newaygo",2026,"1","2026 Q1",955,1457
"3136",26125,"Oakland",2014,"1","2014 Q1",1116,948
"3137",26125,"Oakland",2014,"2","2014 Q2",1051,886
"3138",26125,"Oakland",2014,"3","2014 Q3",1028,882
"3139",26125,"Oakland",2014,"4","2014 Q4",1177,984
"3140",26125,"Oakland",2015,"1","2015 Q1",1155,968
"3141",26125,"Oakland",2015,"2","2015 Q2",1073,908
"3142",26125,"Oakland",2015,"3","2015 Q3",1062,909
"3143",26125,"Oakland",2015,"4","2015 Q4",1232,1044
"3144",26125,"Oakland",2016,"1","2016 Q1",1159,977
"3145",26125,"Oakland",2016,"2","2016 Q2",1098,933
"3146",26125,"Oakland",2016,"3","2016 Q3",1126,965
"3147",26125,"Oakland",2016,"4","2016 Q4",1213,1026
"3148",26125,"Oakland",2017,"1","2017 Q1",1252,1048
"3149",26125,"Oakland",2017,"2","2017 Q2",1135,960
"3150",26125,"Oakland",2017,"3","2017 Q3",1123,954
"3151",26125,"Oakland",2017,"4","2017 Q4",1266,1064
"3152",26125,"Oakland",2018,"1","2018 Q1",1292,1085
"3153",26125,"Oakland",2018,"2","2018 Q2",1167,984
"3154",26125,"Oakland",2018,"3","2018 Q3",1148,983
"3155",26125,"Oakland",2018,"4","2018 Q4",1277,1077
"3156",26125,"Oakland",2019,"1","2019 Q1",1263,1082
"3157",26125,"Oakland",2019,"2","2019 Q2",1186,1008
"3158",26125,"Oakland",2019,"3","2019 Q3",1169,1011
"3159",26125,"Oakland",2019,"4","2019 Q4",1322,1115
"3160",26125,"Oakland",2020,"1","2020 Q1",1289,1107
"3161",26125,"Oakland",2020,"2","2020 Q2",1278,1109
"3162",26125,"Oakland",2020,"3","2020 Q3",1264,1090
"3163",26125,"Oakland",2020,"4","2020 Q4",1490,1265
"3164",26125,"Oakland",2021,"1","2021 Q1",1349,1162
"3165",26125,"Oakland",2021,"2","2021 Q2",1321,1137
"3166",26125,"Oakland",2021,"3","2021 Q3",1318,1147
"3167",26125,"Oakland",2021,"4","2021 Q4",1534,1300
"3168",26125,"Oakland",2022,"1","2022 Q1",1408,1236
"3169",26125,"Oakland",2022,"2","2022 Q2",1364,1178
"3170",26125,"Oakland",2022,"3","2022 Q3",1391,1228
"3171",26125,"Oakland",2022,"4","2022 Q4",1509,1280
"3172",26125,"Oakland",2023,"1","2023 Q1",1511,1317
"3173",26125,"Oakland",2023,"2","2023 Q2",1413,1218
"3174",26125,"Oakland",2023,"3","2023 Q3",1393,1221
"3175",26125,"Oakland",2023,"4","2023 Q4",1544,1323
"3176",26125,"Oakland",2024,"1","2024 Q1",1573,1362
"3177",26125,"Oakland",2024,"2","2024 Q2",1463,1265
"3178",26125,"Oakland",2024,"3","2024 Q3",1425,1259
"3179",26125,"Oakland",2024,"4","2024 Q4",1601,1377
"3180",26125,"Oakland",2025,"1","2025 Q1",1593,1397
"3181",26125,"Oakland",2025,"2","2025 Q2",1510,1305
"3182",26125,"Oakland",2025,"3","2025 Q3",1484,1316
"3183",26125,"Oakland",2025,"4","2025 Q4",1647,1433
"3184",26125,"Oakland",2026,"1","2026 Q1",1661,1457
"3185",26127,"Oceana",2014,"1","2014 Q1",624,948
"3186",26127,"Oceana",2014,"2","2014 Q2",542,886
"3187",26127,"Oceana",2014,"3","2014 Q3",567,882
"3188",26127,"Oceana",2014,"4","2014 Q4",615,984
"3189",26127,"Oceana",2015,"1","2015 Q1",621,968
"3190",26127,"Oceana",2015,"2","2015 Q2",621,908
"3191",26127,"Oceana",2015,"3","2015 Q3",590,909
"3192",26127,"Oceana",2015,"4","2015 Q4",670,1044
"3193",26127,"Oceana",2016,"1","2016 Q1",652,977
"3194",26127,"Oceana",2016,"2","2016 Q2",624,933
"3195",26127,"Oceana",2016,"3","2016 Q3",608,965
"3196",26127,"Oceana",2016,"4","2016 Q4",690,1026
"3197",26127,"Oceana",2017,"1","2017 Q1",686,1048
"3198",26127,"Oceana",2017,"2","2017 Q2",632,960
"3199",26127,"Oceana",2017,"3","2017 Q3",612,954
"3200",26127,"Oceana",2017,"4","2017 Q4",682,1064
"3201",26127,"Oceana",2018,"1","2018 Q1",702,1085
"3202",26127,"Oceana",2018,"2","2018 Q2",671,984
"3203",26127,"Oceana",2018,"3","2018 Q3",648,983
"3204",26127,"Oceana",2018,"4","2018 Q4",735,1077
"3205",26127,"Oceana",2019,"1","2019 Q1",729,1082
"3206",26127,"Oceana",2019,"2","2019 Q2",662,1008
"3207",26127,"Oceana",2019,"3","2019 Q3",644,1011
"3208",26127,"Oceana",2019,"4","2019 Q4",735,1115
"3209",26127,"Oceana",2020,"1","2020 Q1",681,1107
"3210",26127,"Oceana",2020,"2","2020 Q2",682,1109
"3211",26127,"Oceana",2020,"3","2020 Q3",690,1090
"3212",26127,"Oceana",2020,"4","2020 Q4",824,1265
"3213",26127,"Oceana",2021,"1","2021 Q1",689,1162
"3214",26127,"Oceana",2021,"2","2021 Q2",713,1137
"3215",26127,"Oceana",2021,"3","2021 Q3",730,1147
"3216",26127,"Oceana",2021,"4","2021 Q4",840,1300
"3217",26127,"Oceana",2022,"1","2022 Q1",744,1236
"3218",26127,"Oceana",2022,"2","2022 Q2",739,1178
"3219",26127,"Oceana",2022,"3","2022 Q3",784,1228
"3220",26127,"Oceana",2022,"4","2022 Q4",900,1280
"3221",26127,"Oceana",2023,"1","2023 Q1",789,1317
"3222",26127,"Oceana",2023,"2","2023 Q2",765,1218
"3223",26127,"Oceana",2023,"3","2023 Q3",769,1221
"3224",26127,"Oceana",2023,"4","2023 Q4",889,1323
"3225",26127,"Oceana",2024,"1","2024 Q1",823,1362
"3226",26127,"Oceana",2024,"2","2024 Q2",789,1265
"3227",26127,"Oceana",2024,"3","2024 Q3",796,1259
"3228",26127,"Oceana",2024,"4","2024 Q4",949,1377
"3229",26127,"Oceana",2025,"1","2025 Q1",860,1397
"3230",26127,"Oceana",2025,"2","2025 Q2",811,1305
"3231",26127,"Oceana",2025,"3","2025 Q3",824,1316
"3232",26127,"Oceana",2025,"4","2025 Q4",1036,1433
"3233",26127,"Oceana",2026,"1","2026 Q1",876,1457
"3234",26129,"Ogemaw",2014,"1","2014 Q1",478,948
"3235",26129,"Ogemaw",2014,"2","2014 Q2",495,886
"3236",26129,"Ogemaw",2014,"3","2014 Q3",502,882
"3237",26129,"Ogemaw",2014,"4","2014 Q4",572,984
"3238",26129,"Ogemaw",2015,"1","2015 Q1",507,968
"3239",26129,"Ogemaw",2015,"2","2015 Q2",520,908
"3240",26129,"Ogemaw",2015,"3","2015 Q3",531,909
"3241",26129,"Ogemaw",2015,"4","2015 Q4",617,1044
"3242",26129,"Ogemaw",2016,"1","2016 Q1",548,977
"3243",26129,"Ogemaw",2016,"2","2016 Q2",553,933
"3244",26129,"Ogemaw",2016,"3","2016 Q3",578,965
"3245",26129,"Ogemaw",2016,"4","2016 Q4",641,1026
"3246",26129,"Ogemaw",2017,"1","2017 Q1",582,1048
"3247",26129,"Ogemaw",2017,"2","2017 Q2",592,960
"3248",26129,"Ogemaw",2017,"3","2017 Q3",607,954
"3249",26129,"Ogemaw",2017,"4","2017 Q4",748,1064
"3250",26129,"Ogemaw",2018,"1","2018 Q1",723,1085
"3251",26129,"Ogemaw",2018,"2","2018 Q2",688,984
"3252",26129,"Ogemaw",2018,"3","2018 Q3",748,983
"3253",26129,"Ogemaw",2018,"4","2018 Q4",709,1077
"3254",26129,"Ogemaw",2019,"1","2019 Q1",611,1082
"3255",26129,"Ogemaw",2019,"2","2019 Q2",620,1008
"3256",26129,"Ogemaw",2019,"3","2019 Q3",687,1011
"3257",26129,"Ogemaw",2019,"4","2019 Q4",659,1115
"3258",26129,"Ogemaw",2020,"1","2020 Q1",606,1107
"3259",26129,"Ogemaw",2020,"2","2020 Q2",666,1109
"3260",26129,"Ogemaw",2020,"3","2020 Q3",681,1090
"3261",26129,"Ogemaw",2020,"4","2020 Q4",786,1265
"3262",26129,"Ogemaw",2021,"1","2021 Q1",647,1162
"3263",26129,"Ogemaw",2021,"2","2021 Q2",709,1137
"3264",26129,"Ogemaw",2021,"3","2021 Q3",748,1147
"3265",26129,"Ogemaw",2021,"4","2021 Q4",859,1300
"3266",26129,"Ogemaw",2022,"1","2022 Q1",700,1236
"3267",26129,"Ogemaw",2022,"2","2022 Q2",713,1178
"3268",26129,"Ogemaw",2022,"3","2022 Q3",779,1228
"3269",26129,"Ogemaw",2022,"4","2022 Q4",805,1280
"3270",26129,"Ogemaw",2023,"1","2023 Q1",758,1317
"3271",26129,"Ogemaw",2023,"2","2023 Q2",748,1218
"3272",26129,"Ogemaw",2023,"3","2023 Q3",777,1221
"3273",26129,"Ogemaw",2023,"4","2023 Q4",809,1323
"3274",26129,"Ogemaw",2024,"1","2024 Q1",772,1362
"3275",26129,"Ogemaw",2024,"2","2024 Q2",772,1265
"3276",26129,"Ogemaw",2024,"3","2024 Q3",817,1259
"3277",26129,"Ogemaw",2024,"4","2024 Q4",858,1377
"3278",26129,"Ogemaw",2025,"1","2025 Q1",812,1397
"3279",26129,"Ogemaw",2025,"2","2025 Q2",942,1305
"3280",26129,"Ogemaw",2025,"3","2025 Q3",836,1316
"3281",26129,"Ogemaw",2025,"4","2025 Q4",957,1433
"3282",26129,"Ogemaw",2026,"1","2026 Q1",866,1457
"3283",26131,"Ontonagon",2014,"1","2014 Q1",491,948
"3284",26131,"Ontonagon",2014,"2","2014 Q2",491,886
"3285",26131,"Ontonagon",2014,"3","2014 Q3",513,882
"3286",26131,"Ontonagon",2014,"4","2014 Q4",577,984
"3287",26131,"Ontonagon",2015,"1","2015 Q1",525,968
"3288",26131,"Ontonagon",2015,"2","2015 Q2",506,908
"3289",26131,"Ontonagon",2015,"3","2015 Q3",509,909
"3290",26131,"Ontonagon",2015,"4","2015 Q4",571,1044
"3291",26131,"Ontonagon",2016,"1","2016 Q1",535,977
"3292",26131,"Ontonagon",2016,"2","2016 Q2",530,933
"3293",26131,"Ontonagon",2016,"3","2016 Q3",571,965
"3294",26131,"Ontonagon",2016,"4","2016 Q4",557,1026
"3295",26131,"Ontonagon",2017,"1","2017 Q1",569,1048
"3296",26131,"Ontonagon",2017,"2","2017 Q2",527,960
"3297",26131,"Ontonagon",2017,"3","2017 Q3",551,954
"3298",26131,"Ontonagon",2017,"4","2017 Q4",547,1064
"3299",26131,"Ontonagon",2018,"1","2018 Q1",547,1085
"3300",26131,"Ontonagon",2018,"2","2018 Q2",522,984
"3301",26131,"Ontonagon",2018,"3","2018 Q3",559,983
"3302",26131,"Ontonagon",2018,"4","2018 Q4",575,1077
"3303",26131,"Ontonagon",2019,"1","2019 Q1",560,1082
"3304",26131,"Ontonagon",2019,"2","2019 Q2",548,1008
"3305",26131,"Ontonagon",2019,"3","2019 Q3",590,1011
"3306",26131,"Ontonagon",2019,"4","2019 Q4",546,1115
"3307",26131,"Ontonagon",2020,"1","2020 Q1",541,1107
"3308",26131,"Ontonagon",2020,"2","2020 Q2",558,1109
"3309",26131,"Ontonagon",2020,"3","2020 Q3",629,1090
"3310",26131,"Ontonagon",2020,"4","2020 Q4",649,1265
"3311",26131,"Ontonagon",2021,"1","2021 Q1",574,1162
"3312",26131,"Ontonagon",2021,"2","2021 Q2",590,1137
"3313",26131,"Ontonagon",2021,"3","2021 Q3",635,1147
"3314",26131,"Ontonagon",2021,"4","2021 Q4",661,1300
"3315",26131,"Ontonagon",2022,"1","2022 Q1",615,1236
"3316",26131,"Ontonagon",2022,"2","2022 Q2",646,1178
"3317",26131,"Ontonagon",2022,"3","2022 Q3",632,1228
"3318",26131,"Ontonagon",2022,"4","2022 Q4",700,1280
"3319",26131,"Ontonagon",2023,"1","2023 Q1",590,1317
"3320",26131,"Ontonagon",2023,"2","2023 Q2",657,1218
"3321",26131,"Ontonagon",2023,"3","2023 Q3",632,1221
"3322",26131,"Ontonagon",2023,"4","2023 Q4",652,1323
"3323",26131,"Ontonagon",2024,"1","2024 Q1",639,1362
"3324",26131,"Ontonagon",2024,"2","2024 Q2",601,1265
"3325",26131,"Ontonagon",2024,"3","2024 Q3",614,1259
"3326",26131,"Ontonagon",2024,"4","2024 Q4",647,1377
"3327",26131,"Ontonagon",2025,"1","2025 Q1",616,1397
"3328",26131,"Ontonagon",2025,"2","2025 Q2",639,1305
"3329",26131,"Ontonagon",2025,"3","2025 Q3",658,1316
"3330",26131,"Ontonagon",2025,"4","2025 Q4",687,1433
"3331",26131,"Ontonagon",2026,"1","2026 Q1",620,1457
"3332",26133,"Osceola",2014,"1","2014 Q1",831,948
"3333",26133,"Osceola",2014,"2","2014 Q2",801,886
"3334",26133,"Osceola",2014,"3","2014 Q3",868,882
"3335",26133,"Osceola",2014,"4","2014 Q4",878,984
"3336",26133,"Osceola",2015,"1","2015 Q1",815,968
"3337",26133,"Osceola",2015,"2","2015 Q2",844,908
"3338",26133,"Osceola",2015,"3","2015 Q3",849,909
"3339",26133,"Osceola",2015,"4","2015 Q4",894,1044
"3340",26133,"Osceola",2016,"1","2016 Q1",791,977
"3341",26133,"Osceola",2016,"2","2016 Q2",841,933
"3342",26133,"Osceola",2016,"3","2016 Q3",863,965
"3343",26133,"Osceola",2016,"4","2016 Q4",874,1026
"3344",26133,"Osceola",2017,"1","2017 Q1",837,1048
"3345",26133,"Osceola",2017,"2","2017 Q2",870,960
"3346",26133,"Osceola",2017,"3","2017 Q3",875,954
"3347",26133,"Osceola",2017,"4","2017 Q4",910,1064
"3348",26133,"Osceola",2018,"1","2018 Q1",860,1085
"3349",26133,"Osceola",2018,"2","2018 Q2",918,984
"3350",26133,"Osceola",2018,"3","2018 Q3",869,983
"3351",26133,"Osceola",2018,"4","2018 Q4",924,1077
"3352",26133,"Osceola",2019,"1","2019 Q1",869,1082
"3353",26133,"Osceola",2019,"2","2019 Q2",921,1008
"3354",26133,"Osceola",2019,"3","2019 Q3",895,1011
"3355",26133,"Osceola",2019,"4","2019 Q4",934,1115
"3356",26133,"Osceola",2020,"1","2020 Q1",867,1107
"3357",26133,"Osceola",2020,"2","2020 Q2",936,1109
"3358",26133,"Osceola",2020,"3","2020 Q3",951,1090
"3359",26133,"Osceola",2020,"4","2020 Q4",1028,1265
"3360",26133,"Osceola",2021,"1","2021 Q1",877,1162
"3361",26133,"Osceola",2021,"2","2021 Q2",942,1137
"3362",26133,"Osceola",2021,"3","2021 Q3",1008,1147
"3363",26133,"Osceola",2021,"4","2021 Q4",1082,1300
"3364",26133,"Osceola",2022,"1","2022 Q1",914,1236
"3365",26133,"Osceola",2022,"2","2022 Q2",1008,1178
"3366",26133,"Osceola",2022,"3","2022 Q3",1066,1228
"3367",26133,"Osceola",2022,"4","2022 Q4",1071,1280
"3368",26133,"Osceola",2023,"1","2023 Q1",999,1317
"3369",26133,"Osceola",2023,"2","2023 Q2",1041,1218
"3370",26133,"Osceola",2023,"3","2023 Q3",1019,1221
"3371",26133,"Osceola",2023,"4","2023 Q4",1020,1323
"3372",26133,"Osceola",2024,"1","2024 Q1",1055,1362
"3373",26133,"Osceola",2024,"2","2024 Q2",1104,1265
"3374",26133,"Osceola",2024,"3","2024 Q3",1146,1259
"3375",26133,"Osceola",2024,"4","2024 Q4",1105,1377
"3376",26133,"Osceola",2025,"1","2025 Q1",1097,1397
"3377",26133,"Osceola",2025,"2","2025 Q2",1187,1305
"3378",26133,"Osceola",2025,"3","2025 Q3",1158,1316
"3379",26133,"Osceola",2025,"4","2025 Q4",1192,1433
"3380",26133,"Osceola",2026,"1","2026 Q1",1124,1457
"3381",26135,"Oscoda",2014,"1","2014 Q1",466,948
"3382",26135,"Oscoda",2014,"2","2014 Q2",472,886
"3383",26135,"Oscoda",2014,"3","2014 Q3",475,882
"3384",26135,"Oscoda",2014,"4","2014 Q4",565,984
"3385",26135,"Oscoda",2015,"1","2015 Q1",497,968
"3386",26135,"Oscoda",2015,"2","2015 Q2",500,908
"3387",26135,"Oscoda",2015,"3","2015 Q3",500,909
"3388",26135,"Oscoda",2015,"4","2015 Q4",609,1044
"3389",26135,"Oscoda",2016,"1","2016 Q1",503,977
"3390",26135,"Oscoda",2016,"2","2016 Q2",487,933
"3391",26135,"Oscoda",2016,"3","2016 Q3",517,965
"3392",26135,"Oscoda",2016,"4","2016 Q4",600,1026
"3393",26135,"Oscoda",2017,"1","2017 Q1",561,1048
"3394",26135,"Oscoda",2017,"2","2017 Q2",531,960
"3395",26135,"Oscoda",2017,"3","2017 Q3",531,954
"3396",26135,"Oscoda",2017,"4","2017 Q4",622,1064
"3397",26135,"Oscoda",2018,"1","2018 Q1",555,1085
"3398",26135,"Oscoda",2018,"2","2018 Q2",557,984
"3399",26135,"Oscoda",2018,"3","2018 Q3",517,983
"3400",26135,"Oscoda",2018,"4","2018 Q4",651,1077
"3401",26135,"Oscoda",2019,"1","2019 Q1",588,1082
"3402",26135,"Oscoda",2019,"2","2019 Q2",593,1008
"3403",26135,"Oscoda",2019,"3","2019 Q3",592,1011
"3404",26135,"Oscoda",2019,"4","2019 Q4",682,1115
"3405",26135,"Oscoda",2020,"1","2020 Q1",534,1107
"3406",26135,"Oscoda",2020,"2","2020 Q2",539,1109
"3407",26135,"Oscoda",2020,"3","2020 Q3",560,1090
"3408",26135,"Oscoda",2020,"4","2020 Q4",701,1265
"3409",26135,"Oscoda",2021,"1","2021 Q1",614,1162
"3410",26135,"Oscoda",2021,"2","2021 Q2",587,1137
"3411",26135,"Oscoda",2021,"3","2021 Q3",616,1147
"3412",26135,"Oscoda",2021,"4","2021 Q4",762,1300
"3413",26135,"Oscoda",2022,"1","2022 Q1",616,1236
"3414",26135,"Oscoda",2022,"2","2022 Q2",608,1178
"3415",26135,"Oscoda",2022,"3","2022 Q3",694,1228
"3416",26135,"Oscoda",2022,"4","2022 Q4",805,1280
"3417",26135,"Oscoda",2023,"1","2023 Q1",717,1317
"3418",26135,"Oscoda",2023,"2","2023 Q2",715,1218
"3419",26135,"Oscoda",2023,"3","2023 Q3",671,1221
"3420",26135,"Oscoda",2023,"4","2023 Q4",857,1323
"3421",26135,"Oscoda",2024,"1","2024 Q1",726,1362
"3422",26135,"Oscoda",2024,"2","2024 Q2",683,1265
"3423",26135,"Oscoda",2024,"3","2024 Q3",697,1259
"3424",26135,"Oscoda",2024,"4","2024 Q4",848,1377
"3425",26135,"Oscoda",2025,"1","2025 Q1",717,1397
"3426",26135,"Oscoda",2025,"2","2025 Q2",675,1305
"3427",26135,"Oscoda",2025,"3","2025 Q3",730,1316
"3428",26135,"Oscoda",2025,"4","2025 Q4",864,1433
"3429",26135,"Oscoda",2026,"1","2026 Q1",715,1457
"3430",26137,"Otsego",2014,"1","2014 Q1",651,948
"3431",26137,"Otsego",2014,"2","2014 Q2",646,886
"3432",26137,"Otsego",2014,"3","2014 Q3",639,882
"3433",26137,"Otsego",2014,"4","2014 Q4",718,984
"3434",26137,"Otsego",2015,"1","2015 Q1",678,968
"3435",26137,"Otsego",2015,"2","2015 Q2",660,908
"3436",26137,"Otsego",2015,"3","2015 Q3",661,909
"3437",26137,"Otsego",2015,"4","2015 Q4",758,1044
"3438",26137,"Otsego",2016,"1","2016 Q1",718,977
"3439",26137,"Otsego",2016,"2","2016 Q2",659,933
"3440",26137,"Otsego",2016,"3","2016 Q3",708,965
"3441",26137,"Otsego",2016,"4","2016 Q4",715,1026
"3442",26137,"Otsego",2017,"1","2017 Q1",777,1048
"3443",26137,"Otsego",2017,"2","2017 Q2",680,960
"3444",26137,"Otsego",2017,"3","2017 Q3",706,954
"3445",26137,"Otsego",2017,"4","2017 Q4",740,1064
"3446",26137,"Otsego",2018,"1","2018 Q1",808,1085
"3447",26137,"Otsego",2018,"2","2018 Q2",708,984
"3448",26137,"Otsego",2018,"3","2018 Q3",749,983
"3449",26137,"Otsego",2018,"4","2018 Q4",765,1077
"3450",26137,"Otsego",2019,"1","2019 Q1",803,1082
"3451",26137,"Otsego",2019,"2","2019 Q2",756,1008
"3452",26137,"Otsego",2019,"3","2019 Q3",782,1011
"3453",26137,"Otsego",2019,"4","2019 Q4",809,1115
"3454",26137,"Otsego",2020,"1","2020 Q1",810,1107
"3455",26137,"Otsego",2020,"2","2020 Q2",822,1109
"3456",26137,"Otsego",2020,"3","2020 Q3",843,1090
"3457",26137,"Otsego",2020,"4","2020 Q4",942,1265
"3458",26137,"Otsego",2021,"1","2021 Q1",852,1162
"3459",26137,"Otsego",2021,"2","2021 Q2",848,1137
"3460",26137,"Otsego",2021,"3","2021 Q3",911,1147
"3461",26137,"Otsego",2021,"4","2021 Q4",1003,1300
"3462",26137,"Otsego",2022,"1","2022 Q1",875,1236
"3463",26137,"Otsego",2022,"2","2022 Q2",873,1178
"3464",26137,"Otsego",2022,"3","2022 Q3",962,1228
"3465",26137,"Otsego",2022,"4","2022 Q4",994,1280
"3466",26137,"Otsego",2023,"1","2023 Q1",928,1317
"3467",26137,"Otsego",2023,"2","2023 Q2",983,1218
"3468",26137,"Otsego",2023,"3","2023 Q3",948,1221
"3469",26137,"Otsego",2023,"4","2023 Q4",1007,1323
"3470",26137,"Otsego",2024,"1","2024 Q1",1017,1362
"3471",26137,"Otsego",2024,"2","2024 Q2",960,1265
"3472",26137,"Otsego",2024,"3","2024 Q3",928,1259
"3473",26137,"Otsego",2024,"4","2024 Q4",1033,1377
"3474",26137,"Otsego",2025,"1","2025 Q1",1069,1397
"3475",26137,"Otsego",2025,"2","2025 Q2",975,1305
"3476",26137,"Otsego",2025,"3","2025 Q3",993,1316
"3477",26137,"Otsego",2025,"4","2025 Q4",1086,1433
"3478",26137,"Otsego",2026,"1","2026 Q1",1138,1457
"3479",26139,"Ottawa",2014,"1","2014 Q1",762,948
"3480",26139,"Ottawa",2014,"2","2014 Q2",768,886
"3481",26139,"Ottawa",2014,"3","2014 Q3",787,882
"3482",26139,"Ottawa",2014,"4","2014 Q4",910,984
"3483",26139,"Ottawa",2015,"1","2015 Q1",823,968
"3484",26139,"Ottawa",2015,"2","2015 Q2",789,908
"3485",26139,"Ottawa",2015,"3","2015 Q3",806,909
"3486",26139,"Ottawa",2015,"4","2015 Q4",940,1044
"3487",26139,"Ottawa",2016,"1","2016 Q1",798,977
"3488",26139,"Ottawa",2016,"2","2016 Q2",825,933
"3489",26139,"Ottawa",2016,"3","2016 Q3",861,965
"3490",26139,"Ottawa",2016,"4","2016 Q4",949,1026
"3491",26139,"Ottawa",2017,"1","2017 Q1",878,1048
"3492",26139,"Ottawa",2017,"2","2017 Q2",839,960
"3493",26139,"Ottawa",2017,"3","2017 Q3",849,954
"3494",26139,"Ottawa",2017,"4","2017 Q4",972,1064
"3495",26139,"Ottawa",2018,"1","2018 Q1",924,1085
"3496",26139,"Ottawa",2018,"2","2018 Q2",869,984
"3497",26139,"Ottawa",2018,"3","2018 Q3",888,983
